topic_id,ts_start,ts_end,region,actor_group,political_load,TAB,NEK,HSK,HMNI,RSR,ARDI,SRK,PKR,MAF,MSI,EPP,CPB,OPK,ALGO,UL,IPO,HAN,AV,TKI,propaganda_index,framing_intensity,coordination_index,suppression_pressure_index,secret_history_index,hist_visibility_gap,hist_missing_docs_score,hist_treatment_asymmetry,hist_meta_ref_ratio,hist_echo_signal,finance_pressure_index,network_density,geospatial_risk,precursor_score,external_sanction_index,media_censorship_score,incidents_sanction_events_24m,censorship_events_24m,target_sensitive_class,target_suppression_event_6w,target_narrative_shift_4w,target_conflict_intensity
topic_0000,2023-07-19T09:56:14Z,2023-08-12T09:56:14Z,SA,acad,-0.7676201250771251,2.8086563056040523,0.8098800731130655,0.5726685834973156,0.6979675693241638,1.2171446379805326,0.5987986374195488,0.5398969733941449,2.166030700539256,0.7940960639516961,0.021779518948788268,0.810540586696454,0.17009452423461457,1.077297417858609,0.219460270772671,0.22083673966250442,2.430927366108117,1.5699066678074634,2.6596090810156365,0.32572425959355145,0.22845542805617214,-0.5867412921730201,0.4731026937308374,0.47542526065946733,-0.9714505786277493,1.0174928819191515,-0.28295153861882183,-1.89304829575937,0.5513191444769109,0.5719966461983476,0.1195214514565245,-0.11461271464087859,-1.7471290291032455,-0.9616930903293034,4,2,1,2,0,1,0,0.0
topic_0001,2023-07-15T21:02:51Z,2023-08-13T21:02:51Z,SA,gov,0.041320097628714025,0.4653250801508868,2.670231198010459,0.6250234034583013,1.5285369397436335,1.1395958995399191,0.8942321081201081,0.2518175083047749,2.443142765172056,0.6275129523454347,0.4298816022746511,0.040346176724554095,0.7554923703921458,1.4897521374613043,0.2954286523529319,1.925979271563865,0.10571384609639474,0.07657007958473754,0.7641555275271593,0.1075982595349404,-0.5913345386325997,-1.0239807657572402,-0.36614822199800934,-1.3156168954435008,0.2752580913671439,-0.4158784215228681,0.43417621078119,-0.9294939163749895,-0.2291434066112951,-0.2683653887700581,0.027766942315090283,-0.5738077114301215,0.8114304000317906,1.3985608332216342,1,2,2,0,0,0,0,0.0
topic_0002,2023-08-06T08:09:28Z,2023-08-15T08:09:28Z,AS,acad,0.9391659649126338,5.148006050414795,0.8950106709769078,0.5832857342630433,1.1128811044985925,1.6146159863558092,1.5028658312685326,5.2484523926393,1.1859685662135757,0.745150637279289,0.8480677749221717,0.12459107668441272,0.9872002713209818,0.08649430170926499,0.4825127776867919,0.177063899491065,0.06908678723011479,0.15661985364346456,0.4634455916242353,0.7899796831668017,0.5901330312391022,1.3157214909290516,-1.485431102062969,-0.17666196735333423,-0.7027778379553177,0.4766886063721901,0.3676061272660944,-1.635837431778065,0.21111541515384016,0.6115000794136322,1.3701139490628949,0.07700627440015284,0.025382214182251898,0.1913502317505457,4,3,1,1,0,1,1,0.014316045071374739
topic_0003,2023-08-08T19:16:04Z,2023-08-16T19:16:04Z,OC,mil,0.7203759894397885,0.5506331274393116,2.7907217558588013,0.5081043997518426,0.9394479274188928,0.2774875560204026,0.29701514558838527,0.872888803009965,0.38438497599829236,0.09185630014791213,0.5756094577301292,0.12816033220466327,0.12742687116859874,3.2599330822989963,0.2746844234787568,0.2686315675539252,0.10062355520471832,2.0617145685863387,0.843307602998735,0.27506471032331403,-1.4441418975209128,0.9875978581584366,1.5523629554123182,0.5880393429792663,-1.167975926412941,-0.9096931952018864,-0.29903388513778684,-0.9863313307858634,1.6965142745259107,0.4059727150531547,0.2985359282211512,-0.877202026371472,-2.348764491975992,-1.310503601868293,3,4,2,1,0,1,1,0.0
topic_0004,2023-07-23T06:22:41Z,2023-08-18T06:22:41Z,SA,gov,-0.8214816724169143,2.331321898776753,0.9102377136734003,1.1713772168655183,1.3451381325490601,1.007447512183504,0.5897549308865558,0.46009273837595543,0.37948910015797394,0.3240756075585701,0.149281066224204,0.043012196187289686,0.7289123700358359,1.5452854838584413,1.0466045221681184,0.0271614038611933,0.49751930160455693,0.8657597007192285,0.8238508341333549,0.5061760624965322,-0.6469566012081901,-0.8652612657818479,-0.7321829262563911,-2.821441959911175,2.269035786916546,1.5904656324347946,1.287817563137409,0.21689811654226165,-0.6886102952877429,-1.284491933940057,-0.15322844642526826,-0.32482959994616334,0.11802396119383494,-1.3823383366610396,0,3,1,1,0,0,0,0.0
topic_0005,2023-08-11T17:29:18Z,2023-08-19T17:29:18Z,NA,corp,-0.8664860460200361,1.5361522452351979,1.2431492275209113,2.7920542275942255,6.487916795160663,0.9043987107917304,0.12239567001360284,1.3791457259985493,0.24122822266569574,0.942617161651036,0.9722271013784878,0.9078342545574872,0.926922253556493,0.3135726890986516,0.730483181848605,0.009741231560314766,2.097047547622364,0.09118683961291622,1.8332842449082498,1.703662470248785,0.07054003663033469,0.541350908012835,0.6282612946023929,0.909322115569873,-1.352799271252323,-0.24108030931366084,-0.33132997144944254,-0.2109500891154316,0.04382755819057788,-1.0585435578257338,-0.45862365629807533,1.8051951536034425,-0.8839007970194771,-0.7052718244222986,2,2,1,5,1,1,0,0.0
topic_0006,2023-07-25T04:35:55Z,2023-08-21T04:35:55Z,SA,media,0.15528669609950807,1.8311954168935098,1.1516300180903525,0.27763875688748035,1.5357562080292702,1.6683777320698938,1.9084926806710245,7.275525386612895,0.32487067306509726,0.9654163631290889,0.7188481690587862,0.32976785504550343,0.3165379056799902,1.6214348728098493,1.0918412264494513,0.5398448921004152,0.33988818609237337,0.2946605415705501,1.0896143389737898,0.714210289340591,1.2591848312397345,-0.2772484167168986,0.8334813648730536,0.34102437722277545,-0.14993903619139548,0.6486726446051693,1.6051863199984873,-0.5365782187918675,-0.8986331033199102,-1.497591596476043,0.7573265643560189,-0.10415464857712141,-0.437359267673296,-0.00342320685010354,1,2,2,1,1,1,0,0.24857499110023085
topic_0007,2023-08-03T15:42:32Z,2023-08-22T15:42:32Z,AS,ngo,-0.023196061581666205,0.8521478272081882,0.3424628684424363,0.2988920237207147,0.2060045697190852,1.7301877698203025,1.8325246183866688,7.272753348034233,0.2427792104311524,0.6086616070315923,0.09581568558637588,0.10391163717717578,0.7944627433157443,1.3615459877092486,0.2022434848077259,0.43278513056823303,0.619656470236269,1.3192443418513684,1.701498066468012,1.175293488153122,-0.18278841882709182,-1.1884796801933257,0.850485225769618,-0.8078818217054956,-0.08134036932121448,-0.0253244969969286,0.49153700030499836,-1.0466962238893913,-0.6429098485756397,-1.6307165942463253,0.7057245133167251,1.0626656155455108,0.316502977448868,-0.023178189202459173,0,0,3,0,0,0,0,0.0
topic_0008,2023-08-05T02:49:08Z,2023-08-24T02:49:08Z,EU,acad,-0.41687573451766613,1.0143142393866165,0.4643194885231489,0.397307704779729,0.1893553101214156,0.15704119704218614,1.5871637869516984,1.4609023637265313,0.38992592684978095,0.341454942755792,0.5158343312095675,0.12997067003759488,0.370705783540375,1.1966968065161776,0.6643937344014252,0.7445187323232222,2.9180545430441276,1.80578640816666,0.033558019680715076,3.3733122678957606,0.04147624212990558,0.6484605587768151,-1.1657344914130372,-0.7816423427535522,-0.47585567456547173,-0.8303441781232079,-0.5010782046643467,-0.8406038634378025,-1.0113492170814051,0.1262097119496694,1.1205905900480013,-0.12148474641012198,1.7573982001481103,-0.3407875184073559,0,1,2,2,0,0,0,0.39059021339870403
topic_0009,2023-08-04T13:55:45Z,2023-08-25T13:55:45Z,AF,gov,-0.22590061088527302,1.7670858614801257,0.43220400680342225,1.2076337173333187,0.42665738604131503,0.28279193835045985,0.5270656277273661,1.0605838598741344,11.075346172009093,0.8586643774704467,0.8755262968773041,0.033100984057627514,0.4947507131457226,1.2407796205135484,0.7202978797985415,0.2300821461669347,3.064820774023265,0.15160697131438902,0.13644994537593147,1.6996385046086429,-1.0684255838037293,1.1267366520181232,0.5099397084536523,-1.2132507747401424,0.6257598995018631,0.1643459349709713,1.093131433477167,1.3843759976397494,-1.5055738929727305,0.06899530484917867,-0.07965129997053391,0.536555191956773,-0.9469801936976754,0.7162940958089328,2,4,4,3,0,1,1,0.0
