topic_id,ts_start,ts_end,region,actor_group,political_load,TAB,NEK,HSK,HMNI,RSR,ARDI,SRK,PKR,MAF,MSI,EPP,CPB,OPK,ALGO,UL,IPO,HAN,AV,TKI,propaganda_index,framing_intensity,coordination_index,suppression_pressure_index,secret_history_index,hist_visibility_gap,hist_missing_docs_score,hist_treatment_asymmetry,hist_meta_ref_ratio,hist_echo_signal,finance_pressure_index,network_density,geospatial_risk,precursor_score,external_sanction_index,media_censorship_score,incidents_sanction_events_24m,censorship_events_24m,target_sensitive_class,target_suppression_event_6w,target_narrative_shift_4w,target_conflict_intensity
topic_0000,2023-07-19T02:26:21Z,2023-08-12T02:26:21Z,NA,ngo,0.44598285464079845,2.648650469290818,0.2998376983889168,0.27172506829601123,0.8065657265761003,0.5149620295206689,2.364661102272501,0.5196281437428873,2.985680455441309,0.46202048988084343,0.22590581392779152,0.43691447543802964,0.12537231019600203,0.20692815818075452,2.1493296367289396,0.00628197045213894,0.08607133882847984,0.1355740319787939,2.487389501870873,1.7955425489734367,-0.2935030259862434,-0.07195308472820511,0.3249976987482248,-0.7546849557975054,0.40040810010784234,1.5721799560260248,-0.29419631054103074,-2.351155720519727,-2.55261582685457,0.13892154383014954,-0.5475017698388368,-0.0865707011454569,-1.1202628906171113,-1.6687481747820174,0,0,3,1,0,0,0,0.0
topic_0001,2023-07-14T19:58:36Z,2023-08-12T19:58:36Z,AF,media,0.8037301510285595,6.21078418695023,0.39087707384727477,1.269176568892618,0.6772947391114673,0.9608048688227624,2.397577421189099,0.43972256177786767,0.4782757576434959,0.2601028454013078,0.08066504119551166,0.11102323583297069,0.740090991536502,2.12471845964509,1.6188278707089954,2.409753900594822,0.000989704172674706,1.454590193062876,0.9301970970624258,0.3461985347906806,0.14834910092973277,0.16449744001565106,0.563432749421444,-1.3737233946311058,-1.4636724874684026,-1.1213594864335503,0.642167242549472,-1.4923077177845236,0.41648087980095116,1.0330315996383594,-0.16549429563302365,-0.11608095323468473,0.6462723866973173,-1.5210710136151393,0,4,2,2,0,1,0,0.04381526941495231
topic_0002,2023-08-04T13:30:51Z,2023-08-13T13:30:51Z,NA,gov,0.8611780968677383,2.04492571130585,0.7977241570692251,1.3123454117543178,1.7382909183567836,0.420755490047817,0.9795169803425419,3.7618428301456053,14.63774308054767,0.8139959026038944,0.9651945672244996,0.26195979084993715,0.13062750676628687,0.6647835014545798,0.22365482609005163,1.1772888272535842,0.39693455276802103,0.29162978539701734,0.16090140156751018,3.7967747243527237,1.3695528750814854,-0.4636384880804237,1.2588510973964078,1.1443703886113479,-0.08330061924767619,0.913061653452742,-0.8922788709254242,-2.5118743812378255,0.3091203307359011,-1.5596565233598545,-0.6880585871562038,-1.5251483390989387,0.5921575646190108,0.5083659988059598,2,1,0,4,1,1,0,0.8282216681598029
topic_0003,2023-08-06T07:03:06Z,2023-08-14T07:03:06Z,EU,acad,-0.2598225393833493,1.9019461628239172,0.8513486678519006,0.8664129027928527,3.742342794943969,0.7909484202393658,0.4474387312114221,0.693715146626932,0.20683739200729265,0.5582707315255087,0.040433302503506074,0.16892096865852768,0.8299086596917252,1.6379616613069141,0.5634384555163007,0.18475385813839282,0.5093912903249234,1.5006461860454394,0.006439045940377859,1.9170796818089453,0.4913715413560209,-0.1372385270495265,0.278458780181659,0.5900417932086255,-2.797535813267947,-0.1060269716419466,0.5110630161140695,0.9127189391172482,-1.5093197659295614,-0.6179559522192868,-1.1452875310796002,1.4366926263019753,-0.3906187362242074,-0.8580713820987927,2,4,4,3,1,1,0,0.15851499420661908
topic_0004,2023-07-20T00:35:21Z,2023-08-15T00:35:21Z,SA,mil,-0.1382351378684188,2.192432743590914,0.8176660635107986,4.472419903913916,2.4632612475563174,1.2538573982229175,0.5057874474140773,2.5995010116656547,1.0849710911207113,0.5058420786042608,0.36835971761825215,0.5023356978748088,0.7402787662718318,0.37000112256828677,0.3189114026943076,1.2097561909078736,0.41471093494683814,1.1320759751366503,1.0171766738908052,1.5817401784188967,1.0383058609134919,0.8766713090188606,0.5636337120739153,-0.23941215435707572,-0.29542472652466134,-2.409101815843926,-1.0919935834427315,-0.2528547070105094,-0.5803563754716077,0.698510040134859,-0.8784940339381291,-0.7206812594087527,1.7091960779752036,1.2120703849727485,4,4,1,3,1,1,1,0.9910555930125449
topic_0005,2023-08-07T18:07:36Z,2023-08-15T18:07:36Z,NA,gov,0.8229252075279796,0.2323284781632145,0.3514998006219888,10.22350999420623,7.536125967249871,1.150717790833599,0.44189176485625403,2.0882383866503953,3.631057753068772,0.07034864430207999,0.022348145447690704,0.13354667135175036,0.7489625121556766,0.13867477280829058,0.39338795503235474,1.0230467246042967,0.5046237161119422,0.27557751816663745,0.09970475531857269,0.35143251529350344,-0.9041553464071634,0.44874972963643966,0.28427066871815326,-1.5050441896942,-0.13625730338782974,-1.5349965481379453,0.5295573691984524,-0.2887711623933256,-0.39719270793920564,0.3281372451506798,-0.40565714914755635,2.2682881555862497,-0.13998017261118587,-0.3102964292908631,0,2,1,4,0,0,0,0.0
topic_0006,2023-07-20T11:39:52Z,2023-08-16T11:39:52Z,EU,media,0.7196418810222509,0.96993631535955,2.076368880024599,2.354049436142391,0.10454831801517186,0.4952496272717673,0.4042172512238751,0.18790756632555405,1.2708458369968259,0.5992485590266725,0.27696764883015235,0.18527725914175253,0.21144692903562834,0.1904913541465978,0.6513890300598784,1.592260823659218,0.08087012556355405,5.1681468104704695,1.5034524108568614,2.31555207747237,-0.990667780208531,-0.6587131349466038,-0.4497690288987734,0.13571569142464762,1.2414274201202564,0.8241289499680222,-0.5129129330348954,-1.0299041549792478,1.774688134839599,2.635954985391409,-1.4424633550680461,0.6005837561487585,-1.4535677167626848,1.9947547947233366,3,4,2,0,0,1,0,0.0
topic_0007,2023-07-29T05:12:07Z,2023-08-17T05:12:07Z,AF,corp,-0.2434169131116508,1.165214393931477,0.8519134930945164,4.197352682121906,1.9917076724414506,12.314462599483097,1.8384052576833148,0.553627899900227,0.4140335319581531,0.6750292576589625,0.40892631195884,0.5102304105834307,0.6602573894844103,2.107868871810569,1.7574704705686448,1.3243220321164573,0.5701495678287475,1.4981864857815628,2.584492669830969,2.291996132406547,1.4855934656284415,-0.8803966927055011,0.0491300109926233,-0.3771934338903106,1.2734046861973594,-0.4612323290522539,0.7381908291321088,-0.44128986146528787,0.8738549396020989,1.1978344181224516,1.5089863178465588,0.2353512798810651,0.40313531014277293,0.08992534917129363,1,2,1,3,0,1,0,0.21395661075819278
topic_0008,2023-07-29T22:44:22Z,2023-08-17T22:44:22Z,EU,gov,-0.8143470674763784,0.4917393083648961,0.20920476766648272,0.9979579049780275,1.1920594165003766,0.3266120320640288,8.065343179411123,1.19629460014711,0.3400477164712756,0.4224680995791821,0.9679019957680035,0.1490061557941288,0.01037110966731114,2.911648462829007,0.6758709344694317,0.3741879289485441,1.2757103559228131,0.02677589639257619,0.19653004250811493,0.2911834357315891,0.9745219852022301,1.0241941055354302,0.0689831038043755,0.9818212347883044,0.5758470071903681,-1.0982250256406203,-0.5026854346451828,-1.2429259865822635,-0.6101510974786883,-1.0011157884049322,0.8473836355219473,1.345550898908414,-0.9981452901896657,1.1245339875948797,2,3,2,1,1,1,1,0.05786192353856057
topic_0009,2023-07-28T16:16:37Z,2023-08-18T16:16:37Z,EU,gov,0.2564242909151355,2.5350893384413298,0.4526722322087336,0.5569341783583037,3.3688858289425667,0.9929418438389173,6.101786383865125,0.8858839244793869,0.4899224624773005,0.8670016697433848,0.8145993355635078,0.5124383298035746,0.4245132455183783,1.0856287909704088,0.05072577498088866,2.1330692342735023,1.993514729643168,2.0131097845819133,1.0086398879287335,0.30741617300132834,-1.7017375904849357,-0.26055597753100007,-1.197233686864835,-1.1867010049955076,0.8828357072136461,-0.10034372411206574,-1.1807099194846373,-0.23743112961239118,0.8298488076395731,0.7810460344436058,0.3076723541812551,-0.5255209011039081,1.656282680566136,0.8493784085741526,1,3,1,3,0,0,0,0.03497073966710845
