1256832298	20240811	202408	2024	2024.6055	KOR	SOUTH KOREA	KOR								USA	UNITED STATES	USA								0	061	061	06	2	6.4	2	1	2	-0.13679890560876	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20250811060000	https://telecom.economictimes.indiatimes.com/news/devices/sk-hynix-projects-30-yearly-growth-in-ai-memory-market-by-2030/123226442
1256832299	20240811	202408	2024	2024.6055	KOR	SOUTH KOREA	KOR								USA	UNITED STATES	USA								0	061	061	06	2	6.4	2	1	2	-0.13679890560876	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	1	South Korea	KS	KS		37	127.5	KS	20250811060000	https://telecom.economictimes.indiatimes.com/news/devices/sk-hynix-projects-30-yearly-growth-in-ai-memory-market-by-2030/123226442
1256832300	20240811	202408	2024	2024.6055	KOR	SOUTH KOREA	KOR								USA	UNITED STATES	USA								0	061	061	06	2	6.4	5	1	5	-0.13679890560876	1	South Korea	KS	KS		37	127.5	KS	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	1	South Korea	KS	KS		37	127.5	KS	20250811060000	https://telecom.economictimes.indiatimes.com/news/devices/sk-hynix-projects-30-yearly-growth-in-ai-memory-market-by-2030/123226442
1256832301	20250712	202507	2025	2025.5260											AUS	AUSTRALIAN	AUS								1	043	043	04	1	2.8	3	1	3	2.25563909774436	0								4	Illawarra, Victoria, Australia	AS	AS07	5410	-37.0667	142.7	-1579342	4	Illawarra, Victoria, Australia	AS	AS07	5410	-37.0667	142.7	-1579342	20250811060000	https://www.illawarramercury.com.au/story/9032075/the-hottest-destinations-among-solo-travellers-from-australia/
1256832302	20250712	202507	2025	2025.5260	AUS	AUSTRALIAN	AUS																		1	036	036	03	1	4.0	3	1	3	2.25563909774436	4	Illawarra, Victoria, Australia	AS	AS07	5410	-37.0667	142.7	-1579342	0								4	Illawarra, Victoria, Australia	AS	AS07	5410	-37.0667	142.7	-1579342	20250811060000	https://www.illawarramercury.com.au/story/9032075/the-hottest-destinations-among-solo-travellers-from-australia/
1256832303	20250712	202507	2025	2025.5260	AUS	AUSTRALIAN	AUS																		1	042	042	04	1	1.9	3	1	3	2.25563909774436	4	Illawarra, Victoria, Australia	AS	AS07	5410	-37.0667	142.7	-1579342	0								4	Illawarra, Victoria, Australia	AS	AS07	5410	-37.0667	142.7	-1579342	20250811060000	https://www.illawarramercury.com.au/story/9032075/the-hottest-destinations-among-solo-travellers-from-australia/
1256832304	20250712	202507	2025	2025.5260	AUS	AUSTRALIA	AUS								AUSGOVBUS	ANTHONY ALBANESE	AUS					GOV	BUS		1	040	040	04	1	1.0	10	1	10	-3.125	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250811060000	https://www.abc.net.au/news/2025-08-11/naus_palestineanalysisnc_1108/105638434
1256832305	20250712	202507	2025	2025.5260	AUS	AUSTRALIA	AUS								ISR	ISRAEL	ISR								0	014	014	01	1	0.0	4	1	4	-3.68271954674221	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	New Zealand	NZ	NZ		-42	174	NZ	20250811060000	https://www.aol.co.uk/australia-recognise-palestinian-state-052806942.html
1256832306	20250712	202507	2025	2025.5260	AUS	CANBERRA	AUS								PSE	PALESTINIAN	PSE								0	014	014	01	1	0.0	3	1	3	-3.68271954674221	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	New Zealand	NZ	NZ		-42	174	NZ	20250811060000	https://www.aol.co.uk/australia-recognise-palestinian-state-052806942.html
1256832307	20250712	202507	2025	2025.5260	AUS	CANBERRA	AUS								PSE	PALESTINIAN	PSE								0	014	014	01	1	0.0	1	1	1	-3.68271954674221	1	France	FR	FR		46	2	FR	1	New Zealand	NZ	NZ		-42	174	NZ	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20250811060000	https://www.aol.co.uk/australia-recognise-palestinian-state-052806942.html
1256832308	20250712	202507	2025	2025.5260	AUSGOVBUS	ANTHONY ALBANESE	AUS					GOV	BUS		AUS	AUSTRALIA	AUS								1	040	040	04	1	1.0	10	1	10	-3.125	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250811060000	https://www.abc.net.au/news/2025-08-11/naus_palestineanalysisnc_1108/105638434
