1256801004	20240811	202408	2024	2024.6055											EDU	COLLEGE						EDU			1	042	042	04	1	1.9	1	1	1	1.4218009478673	0								5	Bay Of Plenty, Bay of Plenty, New Zealand	NZ	NZE8	22380	-38.3333	176.75	11483126	5	Bay Of Plenty, Bay of Plenty, New Zealand	NZ	NZE8	22380	-38.3333	176.75	11483126	20250811000000	https://www.sunlive.co.nz/news/369954-bop-acts-named-in-smokefreerockquest-finals.html
1256801005	20240811	202408	2024	2024.6055	CAN	CANADIAN	CAN								USA	CALIFORNIA	USA								0	042	042	04	1	1.9	8	1	8	0.5089058524173	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20250811000000	https://torontosun.com/opinion/editorials/editorial-where-theres-smoke-theres-ire
1256801006	20240811	202408	2024	2024.6055	EDU	COLLEGE						EDU													1	043	043	04	1	2.8	1	1	1	1.4218009478673	4	Otumoetai, New Zealand (general), New Zealand	NZ	NZ00	22389	-37.6667	176.15	-1515564	0								4	Otumoetai, New Zealand (general), New Zealand	NZ	NZ00	22389	-37.6667	176.15	-1515564	20250811000000	https://www.sunlive.co.nz/news/369954-bop-acts-named-in-smokefreerockquest-finals.html
1256801007	20240811	202408	2024	2024.6055	GOVEDU	EDUCATION SECRETARY						GOV	EDU		GOV	REGULATOR						GOV			0	020	020	02	1	3.0	70	7	70	0	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20250811000000	https://www.thewestmorlandgazette.co.uk/news/national/25379143.can-students-expect-summers-exam-results/
1256801008	20240811	202408	2024	2024.6055	ISR	ISRAEL	ISR								PSE	PALESTINIAN	PSE								0	015	015	01	1	0.0	2	1	2	1.03806228373702	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250811000000	https://infotel.ca/newsitem/national/cp1056005603
1256801009	20240811	202408	2024	2024.6055	ISR	ISRAEL	ISR								QATMED	AL JAZEERA	QAT					MED			0	1721	172	17	4	-5.0	10	1	10	-8.49514563106797	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250811000000	https://www.aol.co.uk/journalist-killed-israeli-strike-feared-234000807.html
1256801010	20240811	202408	2024	2024.6055	NZL	NEW ZEALAND	NZL								NZLEDU	NEW ZEALAND	NZL					EDU			1	042	042	04	1	1.9	2	1	2	1.4218009478673	5	Bay Of Plenty, Bay of Plenty, New Zealand	NZ	NZE8	22380	-38.3333	176.75	11483126	5	Bay Of Plenty, Bay of Plenty, New Zealand	NZ	NZE8	22380	-38.3333	176.75	11483126	5	Bay Of Plenty, Bay of Plenty, New Zealand	NZ	NZE8	22380	-38.3333	176.75	11483126	20250811000000	https://www.sunlive.co.nz/news/369954-bop-acts-named-in-smokefreerockquest-finals.html
1256801011	20240811	202408	2024	2024.6055	NZL	NEW ZEALAND	NZL								NZLEDU	NEW ZEALAND	NZL					EDU			1	043	043	04	1	2.8	1	1	1	1.4218009478673	4	Otumoetai, New Zealand (general), New Zealand	NZ	NZ00	22389	-37.6667	176.15	-1515564	4	Otumoetai, New Zealand (general), New Zealand	NZ	NZ00	22389	-37.6667	176.15	-1515564	4	Otumoetai, New Zealand (general), New Zealand	NZ	NZ00	22389	-37.6667	176.15	-1515564	20250811000000	https://www.sunlive.co.nz/news/369954-bop-acts-named-in-smokefreerockquest-finals.html
1256801012	20240811	202408	2024	2024.6055	NZLEDU	NEW ZEALAND	NZL					EDU			NZL	NEW ZEALAND	NZL								1	042	042	04	1	1.9	1	1	1	1.4218009478673	5	Bay Of Plenty, Bay of Plenty, New Zealand	NZ	NZE8	22380	-38.3333	176.75	11483126	5	Bay Of Plenty, Bay of Plenty, New Zealand	NZ	NZE8	22380	-38.3333	176.75	11483126	5	Bay Of Plenty, Bay of Plenty, New Zealand	NZ	NZE8	22380	-38.3333	176.75	11483126	20250811000000	https://www.sunlive.co.nz/news/369954-bop-acts-named-in-smokefreerockquest-finals.html
1256801013	20240811	202408	2024	2024.6055	NZLEDU	NEW ZEALAND	NZL					EDU			NZL	NEW ZEALAND	NZL								1	043	043	04	1	2.8	2	1	2	1.4218009478673	4	Otumoetai, New Zealand (general), New Zealand	NZ	NZ00	22389	-37.6667	176.15	-1515564	4	Otumoetai, New Zealand (general), New Zealand	NZ	NZ00	22389	-37.6667	176.15	-1515564	4	Otumoetai, New Zealand (general), New Zealand	NZ	NZ00	22389	-37.6667	176.15	-1515564	20250811000000	https://www.sunlive.co.nz/news/369954-bop-acts-named-in-smokefreerockquest-finals.html
